PERIOD A PARAMETER,PERIOD B PARAMETER,ACCTTREE LEVEL03 FRIENDLY NAME,ACCTTREE LEVEL04,ACCT,SPD KEY CODE,SPDTYPE,FUND_CODE,DEPT_ID,PGM_CODE,PROJ_ID,ACTIVITY ID,SUBCLASS_CODE,GM SPONSOR BUDGET,BUDGET CONT,BUDGET TEMP,BUDGET,PERIOD ACTUALS,FY ACTUALS,ACTUALS,BUDGET SPENT PCNT,BUDGET BAL BEFORE ENCUMBS,BUDGET BAL BEFORE ENCUMBS PCNT,ENCUMBS,BUDGET BAL AFTER ENCUMBS1,BUDGET BAL AFTER ENCUMBS1 PCNT,FNA ENCUMBS,TOTAL ENCUMBS,BUDGET BAL AFTER ENCUMBS,BUDGET BAL AFTER ENCUMBS PCNT,PRIOR YEAR ACTUALS,CURRENT/PREVIOUS,ACCTTREE LEVEL0605 SUBTOTALING,ACCTTREE LEVEL04,ACCTTREE LEVEL036,ACCTTREE LEVEL035
1,998,EXPENDITURES,BEN,427500 -- STD HR BEN GEN BDG,12047508,12047508 -- UMC MARKETING,20,10430,29569, , , ,0,0,321,321,0,0,0,0,321,1,0,321,1,0,0,321,1,0,,,,,
1,998,EXPENDITURES,BEN,427500 -- STD HR BEN GEN BDG,12022390,12022390 -- UMC BUSINESS OFFICE,20,10435,15635, , , ,0,0,67,67,0,0,0,0,67,1,0,67,1,0,0,67,1,0,,,,,
1,998,EXPENDITURES,BEN,427500 -- STD HR BEN GEN BDG,12001639,12001639 -- UMC SECURITY,20,10432,74569, , , ,0,0,829,829,0,0,0,0,829,1,0,829,1,0,0,829,1,0,,,,,
1,998,EXPENDITURES,BEN,427500 -- STD HR BEN GEN BDG,12020401,12020401 -- UMC ADMINISTRATION,20,10430,15621, , , ,0,0,178,178,0,0,0,0,178,1,0,178,1,0,0,178,1,0,,,,,
1,998,EXPENDITURES,BEN,427500 -- STD HR BEN GEN BDG,12014330,12014330 -- NIGHT WALK NIGHT RID,20,10436,15642, , , ,0,0,1342,1342,0,0,0,0,1342,1,0,1342,1,0,0,1342,1,0,,,,,
1,998,EXPENDITURES,BEN,427500 -- STD HR BEN GEN BDG,12021440,12021440 -- UMC SCHEDULING,20,10433,15633, , , ,0,0,324,324,0,0,0,0,324,1,0,324,1,0,0,324,1,0,,,,,
1,998,EXPENDITURES,BEN,428301 -- ALL STD/OTH PER FRINGE BEN,12021440,12021440 -- UMC SCHEDULING,20,10433,15633, , , ,0,0,0,0,266.46,266.46,266.46,,-266.46,,0,-266.46,,0,0,-266.46,,143.15,1.86140412,,,,
1,998,EXPENDITURES,BEN,428301 -- ALL STD/OTH PER FRINGE BEN,12028972,12028972 -- UMC GAMES AREA I,20,10437,15646, , , ,0,0,0,0,743.16,743.16,743.16,,-743.16,,0,-743.16,,0,0,-743.16,,1016.6,0.73102499,,,,
1,998,EXPENDITURES,BEN,428301 -- ALL STD/OTH PER FRINGE BEN,12020401,12020401 -- UMC ADMINISTRATION,20,10430,15621, , , ,0,0,0,0,25.7,25.7,25.7,,-25.7,,0,-25.7,,0,0,-25.7,,103.7,0.24783028,,,,
1,998,EXPENDITURES,BEN,428301 -- ALL STD/OTH PER FRINGE BEN,12024213,12024213 -- UMC RECEPTION DESK,20,10432,15628, , , ,0,0,0,0,714.57,714.57,714.57,,-714.57,,0,-714.57,,0,0,-714.57,,340.66,2.09760465,,,,
1,998,EXPENDITURES,BEN,428301 -- ALL STD/OTH PER FRINGE BEN,12014330,12014330 -- NIGHT WALK NIGHT RID,20,10436,15642, , , ,0,0,0,0,986.4,986.4,986.4,,-986.4,,0,-986.4,,0,0,-986.4,,616.51,1.59997405,,,,
1,998,EXPENDITURES,BEN,428301 -- ALL STD/OTH PER FRINGE BEN,12022390,12022390 -- UMC BUSINESS OFFICE,20,10435,15635, , , ,0,0,0,0,85.99,85.99,85.99,,-85.99,,0,-85.99,,0,0,-85.99,,22.9,3.75502183,,,,
1,998,EXPENDITURES,BEN,428301 -- ALL STD/OTH PER FRINGE BEN,12015850,12015850 -- UMC MAINT & OP I,20,10432,15630, , , ,0,0,0,0,546.69,546.69,546.69,,-546.69,,0,-546.69,,0,0,-546.69,,1501.42,0.3641153,,,,
1,998,EXPENDITURES,BEN,428301 -- ALL STD/OTH PER FRINGE BEN,12001639,12001639 -- UMC SECURITY,20,10432,74569, , , ,0,0,0,0,1618.5,1618.5,1618.5,,-1618.5,,0,-1618.5,,0,0,-1618.5,,0,,,,,
1,998,EXPENDITURES,BEN,428301 -- ALL STD/OTH PER FRINGE BEN,12047508,12047508 -- UMC MARKETING,20,10430,29569, , , ,0,0,0,0,139.57,139.57,139.57,,-139.57,,0,-139.57,,0,0,-139.57,,172.57,0.80877325,,,,
1,998,EXPENDITURES,BEN,428301 -- ALL STD/OTH PER FRINGE BEN,12035037,12035037 -- UMC-BUILDING SP-1,20,10432,25997, , , ,0,0,0,0,331.03,331.03,331.03,,-331.03,,0,-331.03,,0,0,-331.03,,230.17,1.43819785,427500 - 429999 -- STD BEN,418400 - 439999 -- BEN,"SAL, WAGES, AND BEN",
1,998,EXPENDITURES,OPERATING EXPENSES,450100 -- COST OF GOODS SOLD GEN BUDGET,12014693,12014693 -- UMC GAMES AREA,20,10437,15645, , , ,0,0,26181,26181,0,0,0,0,26181,1,0,26181,1,0,0,26181,1,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,450200 -- COST OF GOODS SOLD,12014693,12014693 -- UMC GAMES AREA,20,10437,15645, , , ,0,0,0,0,3577.04,3577.04,3577.04,,-3577.04,,0,-3577.04,,0,0,-3577.04,,7203.74,0.49655318,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,450200 -- COST OF GOODS SOLD,12025532,12025532 -- UMC FOOD SERVICE I,20,10431,15625, , , ,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,450201 -- CGS FOOD,12014693,12014693 -- UMC GAMES AREA,20,10437,15645, , , ,0,0,0,0,73.32,73.32,73.32,,-73.32,,0,-73.32,,0,0,-73.32,,107,0.68523364,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,450203 -- CGS GROCERIES,12014693,12014693 -- UMC GAMES AREA,20,10437,15645, , , ,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,450208 -- CGS LIQUOR,12014693,12014693 -- UMC GAMES AREA,20,10437,15645, , , ,0,0,0,0,1086.32,1086.32,1086.32,,-1086.32,,0,-1086.32,,0,0,-1086.32,,30544.04,0.03556569,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,450208 -- CGS LIQUOR,12025532,12025532 -- UMC FOOD SERVICE I,20,10431,15625, , , ,0,0,0,0,0.18,0.18,0.18,,-0.18,,0,-0.18,,0,0,-0.18,,-0.31,-0.58064516,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,450264 -- CGS - PAPER PRODUCTS,12014693,12014693 -- UMC GAMES AREA,20,10437,15645, , , ,0,0,0,0,1272.8,1272.8,1272.8,,-1272.8,,0,-1272.8,,0,0,-1272.8,,2950.65,0.43136258,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,450268 -- CGS SUPPLIES,12014693,12014693 -- UMC GAMES AREA,20,10437,15645, , , ,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,,559.35,0,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,450291 -- CGS BEVERAGE SUGAR TAX,12014693,12014693 -- UMC GAMES AREA,20,10437,15645, , , ,0,0,0,0,529.92,529.92,529.92,,-529.92,,0,-529.92,,0,0,-529.92,,2982.12,0.17769909,450100 - 459999 -- COST OF GOODS SOLD (COGS),,,
1,998,EXPENDITURES,OPERATING EXPENSES,460000 -- OPERATING EXPENSE GEN BUDGET,12024213,12024213 -- UMC RECEPTION DESK,20,10432,15628, , , ,0,0,1200,1200,0,0,0,0,1200,1,0,1200,1,0,0,1200,1,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,460000 -- OPERATING EXPENSE GEN BUDGET,12021440,12021440 -- UMC SCHEDULING,20,10433,15633, , , ,0,0,11151,11151,0,0,0,0,11151,1,0,11151,1,0,0,11151,1,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,460000 -- OPERATING EXPENSE GEN BUDGET,12030742,12030742 -- UMC MAINT & OP II,20,10432,15632, , , ,0,0,19628,19628,0,0,0,0,19628,1,0,19628,1,0,0,19628,1,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,460000 -- OPERATING EXPENSE GEN BUDGET,12022390,12022390 -- UMC BUSINESS OFFICE,20,10435,15635, , , ,0,0,21523,21523,0,0,0,0,21523,1,0,21523,1,0,0,21523,1,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,460000 -- OPERATING EXPENSE GEN BUDGET,12046905,12046905 -- UMC EXPANSION BONDS FEES,20,10438,29382, , , ,0,0,425,425,0,0,0,0,425,1,0,425,1,0,0,425,1,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,460000 -- OPERATING EXPENSE GEN BUDGET,12014330,12014330 -- NIGHT WALK NIGHT RID,20,10436,15642, , , ,0,0,85018,85018,0,0,0,0,85018,1,0,85018,1,0,0,85018,1,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,460000 -- OPERATING EXPENSE GEN BUDGET,12001639,12001639 -- UMC SECURITY,20,10432,74569, , , ,0,0,1200,1200,0,0,0,0,1200,1,0,1200,1,0,0,1200,1,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,460000 -- OPERATING EXPENSE GEN BUDGET,12020401,12020401 -- UMC ADMINISTRATION,20,10430,15621, , , ,0,0,82830,82830,0,0,0,0,82830,1,0,82830,1,0,0,82830,1,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,460000 -- OPERATING EXPENSE GEN BUDGET,12015850,12015850 -- UMC MAINT & OP I,20,10432,15630, , , ,0,0,419132,419132,0,0,0,0,419132,1,0,419132,1,0,0,419132,1,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,460000 -- OPERATING EXPENSE GEN BUDGET,12001034,12001034 -- ART PROGRAM,20,10430,65942, , , ,0,0,15000,15000,0,0,0,0,15000,1,0,15000,1,0,0,15000,1,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,460000 -- OPERATING EXPENSE GEN BUDGET,12047508,12047508 -- UMC MARKETING,20,10430,29569, , , ,0,0,6404,6404,0,0,0,0,6404,1,0,6404,1,0,0,6404,1,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,460000 -- OPERATING EXPENSE GEN BUDGET,12025532,12025532 -- UMC FOOD SERVICE I,20,10431,15625, , , ,0,0,11795,11795,0,0,0,0,11795,1,0,11795,1,0,0,11795,1,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,460000 -- OPERATING EXPENSE GEN BUDGET,12014693,12014693 -- UMC GAMES AREA,20,10437,15645, , , ,0,0,63828,63828,0,0,0,0,63828,1,0,63828,1,0,0,63828,1,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,480101 -- OFFICE SUPPLIES,12024213,12024213 -- UMC RECEPTION DESK,20,10432,15628, , , ,0,0,0,0,47.39,47.39,47.39,,-47.39,,0,-47.39,,0,0,-47.39,,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,480101 -- OFFICE SUPPLIES,12030742,12030742 -- UMC MAINT & OP II,20,10432,15632, , , ,0,0,0,0,211.55,211.55,211.55,,-211.55,,0,-211.55,,0,0,-211.55,,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,480101 -- OFFICE SUPPLIES,12014330,12014330 -- NIGHT WALK NIGHT RID,20,10436,15642, , , ,0,0,0,0,59.44,59.44,59.44,,-59.44,,0,-59.44,,0,0,-59.44,,50.41,1.17913112,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,480101 -- OFFICE SUPPLIES,12015850,12015850 -- UMC MAINT & OP I,20,10432,15630, , , ,0,0,0,0,86.92,86.92,86.92,,-86.92,,0,-86.92,,0,0,-86.92,,491.65,0.17679243,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,480101 -- OFFICE SUPPLIES,12014693,12014693 -- UMC GAMES AREA,20,10437,15645, , , ,0,0,0,0,289.83,289.83,289.83,,-289.83,,0,-289.83,,0,0,-289.83,,110.92,2.6129643,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,480101 -- OFFICE SUPPLIES,12021440,12021440 -- UMC SCHEDULING,20,10433,15633, , , ,0,0,0,0,512.12,512.12,512.12,,-512.12,,0,-512.12,,0,0,-512.12,,614.72,0.83309474,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,480101 -- OFFICE SUPPLIES,12000897,12000897 -- CUSG DISCOUNTS,20,10435,62896, , , ,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,480101 -- OFFICE SUPPLIES,12047508,12047508 -- UMC MARKETING,20,10430,29569, , , ,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,,5.85,0,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,480101 -- OFFICE SUPPLIES,12035037,12035037 -- UMC-BUILDING SP-1,20,10432,25997, , , ,0,0,0,0,144.36,144.36,144.36,,-144.36,,0,-144.36,,0,0,-144.36,,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,480101 -- OFFICE SUPPLIES,12022390,12022390 -- UMC BUSINESS OFFICE,20,10435,15635, , , ,0,0,0,0,326.9,326.9,326.9,,-326.9,,0,-326.9,,0,0,-326.9,,222.45,1.46954372,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,480101 -- OFFICE SUPPLIES,12020401,12020401 -- UMC ADMINISTRATION,20,10430,15621, , , ,0,0,0,0,82.42,82.42,82.42,,-82.42,,0,-82.42,,0,0,-82.42,,258.64,0.31866687,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,480112 -- PARKING PERMITS,12015850,12015850 -- UMC MAINT & OP I,20,10432,15630, , , ,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,,178.7,0,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,480112 -- PARKING PERMITS,12019440,12019440 -- UMC ART SALES,20,10432,15629, , , ,0,0,0,0,38,38,38,,-38,,0,-38,,0,0,-38,,94,0.40425532,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,480112 -- PARKING PERMITS,12020401,12020401 -- UMC ADMINISTRATION,20,10430,15621, , , ,0,0,0,0,684,684,684,,-684,,0,-684,,0,0,-684,,697.8,0.98022356,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,480112 -- PARKING PERMITS,12022390,12022390 -- UMC BUSINESS OFFICE,20,10435,15635, , , ,0,0,0,0,8.7,8.7,8.7,,-8.7,,0,-8.7,,0,0,-8.7,,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,480115 -- CONFIDENTIAL SHREDDING,12022390,12022390 -- UMC BUSINESS OFFICE,20,10435,15635, , , ,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,480116 -- PAPER,12020401,12020401 -- UMC ADMINISTRATION,20,10430,15621, , , ,0,0,0,0,358.64,358.64,358.64,,-358.64,,0,-358.64,,0,0,-358.64,,579.92,0.61843013,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,480116 -- PAPER,12014693,12014693 -- UMC GAMES AREA,20,10437,15645, , , ,0,0,0,0,70.22,70.22,70.22,,-70.22,,0,-70.22,,0,0,-70.22,,47.26,1.48582311,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,480116 -- PAPER,12015850,12015850 -- UMC MAINT & OP I,20,10432,15630, , , ,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,,49.48,0,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,480116 -- PAPER,12047508,12047508 -- UMC MARKETING,20,10430,29569, , , ,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,,51,0,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,480116 -- PAPER,12014330,12014330 -- NIGHT WALK NIGHT RID,20,10436,15642, , , ,0,0,0,0,51.71,51.71,51.71,,-51.71,,0,-51.71,,0,0,-51.71,,44.54,1.1609789,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,480116 -- PAPER,12021440,12021440 -- UMC SCHEDULING,20,10433,15633, , , ,0,0,0,0,175.55,175.55,175.55,,-175.55,,0,-175.55,,0,0,-175.55,,321.29,0.54639111,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,480116 -- PAPER,12024213,12024213 -- UMC RECEPTION DESK,20,10432,15628, , , ,0,0,0,0,49.48,49.48,49.48,,-49.48,,0,-49.48,,0,0,-49.48,,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,480117 -- TONER,12021440,12021440 -- UMC SCHEDULING,20,10433,15633, , , ,0,0,0,0,95.99,95.99,95.99,,-95.99,,0,-95.99,,0,0,-95.99,,95.99,1,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,480117 -- TONER,12001639,12001639 -- UMC SECURITY,20,10432,74569, , , ,0,0,0,0,178.32,178.32,178.32,,-178.32,,0,-178.32,,0,0,-178.32,,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,480117 -- TONER,12022390,12022390 -- UMC BUSINESS OFFICE,20,10435,15635, , , ,0,0,0,0,75.61,75.61,75.61,,-75.61,,0,-75.61,,0,0,-75.61,,153.27,0.49331246,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,480117 -- TONER,12014693,12014693 -- UMC GAMES AREA,20,10437,15645, , , ,0,0,0,0,98.88,98.88,98.88,,-98.88,,0,-98.88,,0,0,-98.88,,968.93,0.10205072,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,480117 -- TONER,12015850,12015850 -- UMC MAINT & OP I,20,10432,15630, , , ,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,,172.98,0,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,482601 -- TELECOMM SUPPLIES,12020401,12020401 -- UMC ADMINISTRATION,20,10430,15621, , , ,0,0,0,0,980.7,980.7,980.7,,-980.7,,0,-980.7,,0,0,-980.7,,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,482602 -- TELECOMM SERVICES,12014693,12014693 -- UMC GAMES AREA,20,10437,15645, , , ,0,0,0,0,1166.23,1166.23,1166.23,,-1166.23,,0,-1166.23,,0,0,-1166.23,,970.44,1.20175384,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,482605 -- TELECOM CONTRACTUAL SERVICES,12015850,12015850 -- UMC MAINT & OP I,20,10432,15630, , , ,0,0,0,0,1455,1455,1455,,-1455,,0,-1455,,0,0,-1455,,1055,1.37914692,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,482609 -- CELLULAR PHONES,12030742,12030742 -- UMC MAINT & OP II,20,10432,15632, , , ,0,0,0,0,654.05,654.05,654.05,,-654.05,,0,-654.05,,0,0,-654.05,,649.92,1.00635463,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,482609 -- CELLULAR PHONES,12014330,12014330 -- NIGHT WALK NIGHT RID,20,10436,15642, , , ,0,0,0,0,4150.08,4150.08,4150.08,,-4150.08,,0,-4150.08,,0,0,-4150.08,,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,485101 -- POSTAL SUPPLIES,12030742,12030742 -- UMC MAINT & OP II,20,10432,15632, , , ,0,0,0,0,12.38,12.38,12.38,,-12.38,,0,-12.38,,0,0,-12.38,,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,485101 -- POSTAL SUPPLIES,12020401,12020401 -- UMC ADMINISTRATION,20,10430,15621, , , ,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,485102 -- POSTAL SERVICES,12015850,12015850 -- UMC MAINT & OP I,20,10432,15630, , , ,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,,54.63,0,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,485107 -- POSTAGE,12001556,12001556 -- ALCOHOL AGENT-TIPS,20,10433,73474, , , ,0,0,0,0,73.2,73.2,73.2,,-73.2,,0,-73.2,,0,0,-73.2,,14.7,4.97959184,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,485107 -- POSTAGE,12010045,12010045 -- PIZZA VENDOR,20,10435,15640, , , ,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,485107 -- POSTAGE,12020401,12020401 -- UMC ADMINISTRATION,20,10430,15621, , , ,0,0,0,0,44,44,44,,-44,,0,-44,,0,0,-44,,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,485107 -- POSTAGE,12022390,12022390 -- UMC BUSINESS OFFICE,20,10435,15635, , , ,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,,21.15,0,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,485114 -- STAMPS,12020401,12020401 -- UMC ADMINISTRATION,20,10430,15621, , , ,0,0,0,0,22,22,22,,-22,,0,-22,,0,0,-22,,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,485118 -- FEDERAL EXPRESS,12020401,12020401 -- UMC ADMINISTRATION,20,10430,15621, , , ,0,0,0,0,20.1,20.1,20.1,,-20.1,,0,-20.1,,0,0,-20.1,,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,487602 -- PRT/PUB/REPRO SERVICES,12022390,12022390 -- UMC BUSINESS OFFICE,20,10435,15635, , , ,0,0,0,0,88.75,88.75,88.75,,-88.75,,0,-88.75,,0,0,-88.75,,324.05,0.27387749,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,487602 -- PRT/PUB/REPRO SERVICES,12024213,12024213 -- UMC RECEPTION DESK,20,10432,15628, , , ,0,0,0,0,27,27,27,,-27,,0,-27,,0,0,-27,,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,487602 -- PRT/PUB/REPRO SERVICES,12020401,12020401 -- UMC ADMINISTRATION,20,10430,15621, , , ,0,0,0,0,110.78,110.78,110.78,,-110.78,,0,-110.78,,0,0,-110.78,,225.01,0.49233367,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,487602 -- PRT/PUB/REPRO SERVICES,12001556,12001556 -- ALCOHOL AGENT-TIPS,20,10433,73474, , , ,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,,29.59,0,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,487602 -- PRT/PUB/REPRO SERVICES,12021440,12021440 -- UMC SCHEDULING,20,10433,15633, , , ,0,0,0,0,86.4,86.4,86.4,,-86.4,,0,-86.4,,0,0,-86.4,,445.55,0.19391763,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,487602 -- PRT/PUB/REPRO SERVICES,12014693,12014693 -- UMC GAMES AREA,20,10437,15645, , , ,0,0,0,0,158.77,158.77,158.77,,-158.77,,0,-158.77,,0,0,-158.77,,311.21,0.51016998,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,487602 -- PRT/PUB/REPRO SERVICES,12015850,12015850 -- UMC MAINT & OP I,20,10432,15630, , , ,0,0,0,0,300.88,300.88,300.88,,-300.88,,0,-300.88,,0,0,-300.88,,4192.68,0.07176317,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,487602 -- PRT/PUB/REPRO SERVICES,12014330,12014330 -- NIGHT WALK NIGHT RID,20,10436,15642, , , ,0,0,0,0,94.79,94.79,94.79,,-94.79,,0,-94.79,,0,0,-94.79,,72,1.31652778,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,487610 -- COPY MACHINE RENTAL,12021440,12021440 -- UMC SCHEDULING,20,10433,15633, , , ,0,0,0,0,1895.77,1895.77,1895.77,,-1895.77,,0,-1895.77,,0,0,-1895.77,,1887.95,1.00414206,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,487610 -- COPY MACHINE RENTAL,12015850,12015850 -- UMC MAINT & OP I,20,10432,15630, , , ,0,0,0,0,422.65,422.65,422.65,,-422.65,,0,-422.65,,0,0,-422.65,,423.92,0.99700415,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,487610 -- COPY MACHINE RENTAL,12020401,12020401 -- UMC ADMINISTRATION,20,10430,15621, , , ,0,0,0,0,3671.51,3671.51,3671.51,,-3671.51,,0,-3671.51,,0,0,-3671.51,,3921.18,0.93632784,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,"487699 -- ID PRINT, PUBL & REPROD CHGS",12047508,12047508 -- UMC MARKETING,20,10430,29569, , , ,0,0,0,0,17.53,17.53,17.53,,-17.53,,0,-17.53,,0,0,-17.53,,62.83,0.27900684,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,"487699 -- ID PRINT, PUBL & REPROD CHGS",12014693,12014693 -- UMC GAMES AREA,20,10437,15645, , , ,0,0,0,0,165.09,165.09,165.09,,-165.09,,0,-165.09,,0,0,-165.09,,52.63,3.1368041,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,"487699 -- ID PRINT, PUBL & REPROD CHGS",12014330,12014330 -- NIGHT WALK NIGHT RID,20,10436,15642, , , ,0,0,0,0,56.27,56.27,56.27,,-56.27,,0,-56.27,,0,0,-56.27,,130.2,0.43218126,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,"487699 -- ID PRINT, PUBL & REPROD CHGS",12001034,12001034 -- ART PROGRAM,20,10430,65942, , , ,0,0,0,0,7.42,7.42,7.42,,-7.42,,0,-7.42,,0,0,-7.42,,13.93,0.53266332,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,"487699 -- ID PRINT, PUBL & REPROD CHGS",12020401,12020401 -- UMC ADMINISTRATION,20,10430,15621, , , ,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,,13.6,0,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,"487699 -- ID PRINT, PUBL & REPROD CHGS",12021440,12021440 -- UMC SCHEDULING,20,10433,15633, , , ,0,0,0,0,0.05,0.05,0.05,,-0.05,,0,-0.05,,0,0,-0.05,,1.08,0.0462963,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,"487699 -- ID PRINT, PUBL & REPROD CHGS",12030742,12030742 -- UMC MAINT & OP II,20,10432,15632, , , ,0,0,0,0,8.22,8.22,8.22,,-8.22,,0,-8.22,,0,0,-8.22,,7.96,1.03266332,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,"487699 -- ID PRINT, PUBL & REPROD CHGS",12015850,12015850 -- UMC MAINT & OP I,20,10432,15630, , , ,0,0,0,0,32.09,32.09,32.09,,-32.09,,0,-32.09,,0,0,-32.09,,130.62,0.24567448,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,"487699 -- ID PRINT, PUBL & REPROD CHGS",12022390,12022390 -- UMC BUSINESS OFFICE,20,10435,15635, , , ,0,0,0,0,1034.32,1034.32,1034.32,,-1034.32,,0,-1034.32,,0,0,-1034.32,,1314.14,0.78706987,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,"487699 -- ID PRINT, PUBL & REPROD CHGS",12001286,12001286 -- EVENING PROG/ASSESSMENT,20,10430,68098, , , ,0,0,0,0,0.06,0.06,0.06,,-0.06,,0,-0.06,,0,0,-0.06,,0,,,,,
1,998,EXPENDITURES,OPERATING EXPENSES,497601 -- MOTOR VEHICLE SUPPLIES,12014330,12014330 -- NIGHT WALK NIGHT RID,20,10436,15642, , , ,0,0,0,0,165,165,165,,-165,,0,-165,,0,0,-165,,232.47,0.709769,,,,
